监控,#genre#
张店图文,https://jsylivealone302.iqilu.com/zhangdian/zhangdian_tv02/index.m3u8#https://livealone302.iqilu.com/zhangdian/zhangdian_tv02/playlist.m3u8
茌平综合,https://jsylivealone302.iqilu.com/live/chiping_tv01/index.m3u8#https://livealone302.iqilu.com/live/chiping_tv01/index.m3u8
茌平生活,https://jsylivealone302.iqilu.com/live/chiping_tv02/index.m3u8#https://livealone302.iqilu.com/live/chiping_tv02/index.m3u8
东阿新闻综合,https://jsylivealone302.iqilu.com/donge/donge_tv01/index.m3u8#https://livealone302.iqilu.com/donge/donge_tv01/playlist.m3u8
东阿综艺信息,https://jsylivealone302.iqilu.com/donge/donge_tv02/index.m3u8#https://livealone302.iqilu.com/donge/donge_tv02/playlist.m3u8
高唐新闻综合,https://jsylivealone302.iqilu.com/gaotang/gaotang_tv01/index.m3u8#https://livealone302.iqilu.com/gaotang/gaotang_tv01/index.m3u8
高唐综艺,https://jsylivealone302.iqilu.com/gaotang/gaotang_tv02/index.m3u8#https://livealone302.iqilu.com/gaotang/gaotang_tv02/index.m3u8
冠县综合,https://jsylivealone302.iqilu.com/guanxian/guanxian_tv01/index.m3u8#https://livealone302.iqilu.com/guanxian/guanxian_tv01/index.m3u8
临清经济信息,https://jsylivealone302.iqilu.com/live/linqing_tv02/index.m3u8#https://livealone302.iqilu.com/live/linqing_tv02/index.m3u8
阳谷新闻综合,https://jsylivealone302.iqilu.com/yanggu/yanggu_tv01/index.m3u8#https://livealone302.iqilu.com/yanggu/yanggu_tv01/index.m3u8
阳谷新凤祥,https://jsylivealone302.iqilu.com/yanggu/yanggu_tv02/index.m3u8#https://livealone302.iqilu.com/yanggu/yanggu_tv02/index.m3u8
岱岳综合,http://jsylivealone302.iqilu.com/daiyue/daiyue_tv01.m3u8#http://livealone302.iqilu.com/daiyue/daiyue_tv01.m3u8
肥城综合,http://jsylivealone302.iqilu.com/feicheng/feicheng_tv01.m3u8#http://livealone302.iqilu.com/feicheng/feicheng_tv01.m3u8
肥城生活,http://jsylivealone302.iqilu.com/feicheng/feicheng_tv02.m3u8#http://livealone302.iqilu.com/feicheng/feicheng_tv02.m3u8
宁阳综合,http://jsylivealone302.iqilu.com/live/ningyang_tv01.m3u8#http://livealone302.iqilu.com/live/ningyang_tv01.m3u8
宁阳二套,http://jsylivealone302.iqilu.com/live/ningyang_tv02.m3u8#http://livealone302.iqilu.com/live/ningyang_tv02.m3u8
新泰综合,http://jsylivealone302.iqilu.com/xintai/xintai_tv01.m3u8#http://livealone302.iqilu.com/xintai/xintai_tv01.m3u8
新泰乡村,http://jsylivealone302.iqilu.com/xintai/xintai_tv02.m3u8#http://livealone302.iqilu.com/xintai/xintai_tv02.m3u8
济铁电视台,http://jsylivealone302.iqilu.com/jitie/jitie_tv01.m3u8#http://livealone302.iqilu.com/jitie/jitie_tv01.m3u8
泰山直播,#genre#
泰山主峰,http://gcalic.v.myalicdn.com/gc/taishan01_1.flv
望人松,http://gcalic.v.myalicdn.com/gc/taishan02_1.flv
泰山大观峰,http://gcalic.v.myalicdn.com/gc/taishan03_1.flv
泰山拱北石,http://gcalic.v.myalicdn.com/gc/taishan04_1.flv
泰山玉皇顶,http://gcalic.v.myalicdn.com/gc/taishan06_1.flv
泰山天街,http://gcalic.v.myalicdn.com/gc/taishan07_1.flv
泰山星空,https://gccncc.v.wscdns.com/gc/hkts06_1/index.m3u8
泰山火车站,http://pull-flv-f6.douyincdn.com/media/stream-107980842573234313.flv
韩国女团,#genre#
斗鱼TARA,http://tx2play1.douyucdn.cn/live/17732rtara.flv
电影,#genre#
邵氏电影,https://cn-jxnc-cmcc-live-02.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8#https://cn-hnzz-cmcc-live-01.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8#http://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8#https://cn-ahhf-cmcc-live-01.bilivideo.com/live-bvc/817178/live_97065163_17925468.m3u8
林正英电影,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/125753/live_22989278_9714011.m3u8
影视轮播,http://tx2play1.douyucdn.cn/live/85894rmovieChow_2000p.xs
动作专场,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/904836/live_400392_6822511.m3u8
经典电影,http://tx2play1.douyucdn.cn/live/122402rK7MO9bXSq.xs
峨眉电影,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/scem/index.m3u8?IAS
HKCHD电影台,http://hpull.kktv8.com/livekktv/111536805/playlist.m3u8
港台,#genre#
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8#http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凰凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8#http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://183.207.249.207/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港C+蓝光,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
国家地理,rtmp://58.200.131.2:1935/livetv/natlgeo
亚旅卫视,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
亚美卫视,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
世界频道,#genre#
日本新闻24,http://www.news24.jp/livestream/index.m3u8#https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8
日本QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
朝鲜中央电视台,http://tv.nknews.org/tvhls/stream.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
越南和平,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
越南坚江,http://tv.kgtv.vn/live/kgtv/kgtv.m3u8
半岛电视台,http://live-hls-web-aja.getaj.net/AJA/index.m3u8
半岛电视台2,http://live-hls-web-ajm.getaj.net/AJM/index.m3u8
韩国MBC频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
韩国中央,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
韩国TJB SBS,http://1.245.74.5:1935/live/tv/.m3u8
TBS 韩国频道,http://tbs.hscdn.com/tbstvweb/tbstv/playlist.m3u8
阿里郎WORLDworld,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
CBS新闻,http://cbsnewshd-lh.akamaihd.net/i/CBSNHD_7@199302/master.m3u8
俄罗斯IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
阿联酋ATV1,http://85.132.81.184:8080/atv/index.m3u8
阿联酋ATV2,http://85.132.81.184:8080/atv-2/index.m3u8
阿联酋ATV4,http://85.132.81.184:8080/atv-4/index.m3u8
newSMax,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index_1080.m3u8
山东移动,#genre#
CCTV13HD,http://ott.js.chinamobile.com/PLTV/3/224/3221227601/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
山东卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000301/index.m3u8
齐鲁频道高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000313/index.m3u8
山东公共高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000314/index.m3u8
济南新闻高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000312/index.m3u8
湖南卫视高清,http://39.135.33.12/PLTV/77777777/224/3221226605/index.m3u8#http://39.135.33.12/PLTV/77777777/224/3221226725/index.m3u8
北京卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000302/index.m3u8
江苏卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000304/index.m3u8
浙江卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000305/index.m3u8
黑龙江卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000306/index.m3u8
广东卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000307/index.m3u8
深圳卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000308/index.m3u8
东方卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000309/index.m3u8
东南卫视高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000310/index.m3u8
山东卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000051/index.m3u8
齐鲁频道,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000052/index.m3u8
山东影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000056/index.m3u8
山东生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000055/index.m3u8
山东体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000057/index.m3u8
山东公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000053/index.m3u8
山东农科,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000058/index.m3u8
山东少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000059/index.m3u8
山东文旅,http://livealone302.iqilu.com/iqilu/yspd.m3u8
泰安综合高清,http://39.134.144.6:8089/PLTV/88888888/224/3221225720/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000269/index.m3u8
泰安公共,http://39.137.76.32:8089/00/SNM/CHANNEL00000270/index.m3u8#http://39.134.144.6:8089/PLTV/88888888/224/3221225990/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000270/index.m3u8
CCTV-1,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000311/index.m3u8
CCTV-2,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000002/index.m3u8
CCTV-3,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000003/index.m3u8
CCTV-4,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000004/index.m3u8
CCTV-5,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL30000005/index.m3u8
CCTV5+高清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000316/index.m3u8
CCTV-6,http://ott.js.chinamobile.com/PLTV/3/224/3221227301/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000006/index.m3u8
CCTV-7,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000007/index.m3u8
CCTV8,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000008/index.m3u8
CCTV9,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000319/index.m3u8
CCTV10,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000321/index.m3u8
CCTV-11,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000011/index.m3u8
CCTV12,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000322/index.m3u8
CCTV-13,http://111.12.102.68:6610/PLTV/77777777/224/3221225742/index.m3u8?#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000013/index.m3u8
CCTV-14,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000014/index.m3u8
CCTV-15,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000015/index.m3u8
CCTV17,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000303/index.m3u8
CCTV-NEWS,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000009/index.m3u8
湖南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000017/index.m3u8
浙江卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000016/index.m3u8
江苏卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000018/index.m3u8
安徽卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000020/index.m3u8
北京卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000019/index.m3u8
东方卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000022/index.m3u8
深圳卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000024/index.m3u8
天津卫视,http://39.137.76.32:8089/00/SNM/CHANNEL00000327/index.m3u8
辽宁卫视,http://39.137.76.32:8089/00/SNM/CHANNEL00000326/index.m3u8
重庆卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000023/index.m3u8
广东卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000025/index.m3u8
广西卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000038/index.m3u8
东南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000028/index.m3u8
云南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000039/index.m3u8
河北卫视,http://39.137.76.32:8089/00/SNM/CHANNEL00000330/index.m3u8
河南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000037/index.m3u8
湖北卫视,http://39.137.76.32:8089/00/SNM/CHANNEL00000325/index.m3u8
江西卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000035/index.m3u8
山西卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000032/index.m3u8
陕西卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000029/index.m3u8
四川卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000033/index.m3u8
贵州卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000041/index.m3u8
甘肃卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000046/index.m3u8
宁夏卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000043/index.m3u8
青海卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000042/index.m3u8
西藏卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000045/index.m3u8
新疆卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000044/index.m3u8
内蒙古卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000040/index.m3u8
炫动卡通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000050/index.m3u8
优漫卡通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000049/index.m3u8
卡酷动画,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000048/index.m3u8
金鹰卡通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000047/index.m3u8
济南新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000061/index.m3u8
济南都市,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000062/index.m3u8
济南生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000063/index.m3u8
济南影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000064/index.m3u8
济南娱乐,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000065/index.m3u8
济南商务,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000066/index.m3u8
济南少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000067/index.m3u8
济南教育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000069/index.m3u8
滨州新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000220/index.m3u8
滨州公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000221/index.m3u8
百姓健康,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000602/index.m3u8
央视健康,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000603/index.m3u8
美食天府,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000604/index.m3u8
家庭理财,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000605/index.m3u8
证券资讯,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000606/index.m3u8
财富天下,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000607/index.m3u8
休闲指南,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000608/index.m3u8
中国天气,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000609/index.m3u8
家政,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000610/index.m3u8
电子体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000611/index.m3u8
人物频道,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000612/index.m3u8
风云音乐,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000613/index.m3u8
第一剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000614/index.m3u8
世界地理,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000615/index.m3u8
女性时尚,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000616/index.m3u8
风云剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000617/index.m3u8
风云足球,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000618/index.m3u8
高尔夫网球,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000620/index.m3u8
怀旧剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000622/index.m3u8
老故事,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000624/index.m3u8
新科动漫,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000625/index.m3u8
早期教育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000627/index.m3u8
环球奇观,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000628/index.m3u8
现代女性,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000629/index.m3u8
武术世界,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000634/index.m3u8
文物宝库,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000635/index.m3u8
国学频道,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000636/index.m3u8
彩民在线,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000638/index.m3u8
海看电竞世界,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000408/index.m3u8
海看生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000202/index.m3u8
海看教育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000204/index.m3u8
海看演艺B,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000400/index.m3u8
海看健康,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000401/index.m3u8
海看少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000402/index.m3u8
海看剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000403/index.m3u8
海看大片高清B,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000407/index.m3u8
海看热播,http://39.137.76.32:8089/00/SNM/CHANNEL00000405/index.m3u8
海看4K,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000499/index.m3u8#http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000499/index.m3u8
全网通,#genre#
CCTV1,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7780104586873900361&livemode=1&authCode=3a&stbId=CA4003FF004735100000288CB809F88E&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV2,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6712427732700951500&livemode=1&authCode=3a&stbId=B74003FF004735100000288CB809EF82&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV3,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4871512150101568971&livemode=1&authCode=3a&stbId=414003FF004735100000288CB80A2B1E&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV4,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6529283685694841127&livemode=1&authCode=3a&stbId=4B4003FF004735100000288CB809F344&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV5,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5922040007130019836&livemode=1&authCode=3a&stbId=F04003FF004735100000288CB80A048C&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV6,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5919402815101985320&livemode=1&authCode=3a&stbId=BB4003FF004735100000288CB80A03B4&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV7,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7319070262144570132&livemode=1&authCode=3a&stbId=D14003FF004735100000288CB809F4D2&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV8,http://ivi.bupt.edu.cn/hls/cctv8hd.m3u8
CCTV9,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5000000001000024017&livemode=1&authCode=3a&stbId=554003FF004735100000288CB80A190E&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV10,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9092756522938817434&livemode=1&authCode=3a&stbId=304003FF004735100000288CB8ED594A&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV11,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5934529806195667858&livemode=1&authCode=3a&stbId=A54003FF004735100000288CB8097952&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV12,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7353916194983371497&livemode=1&authCode=3a&stbId=E44003FF004735100000288CB80A2BB4&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV13,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5644425207501602420&livemode=1&authCode=3a&stbId=F04003FF004735100000288CB80A1842&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV14,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4698841642605267773&livemode=1&authCode=3a&stbId=504003FF004735100000288CB80A03D8&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
CCTV15,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6270544915670196140&livemode=1&authCode=3a&stbId=554003FF004735100000288CB809F90C&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
安徽卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=8519359625922101359&livemode=1&authCode=3a&stbId=9C4003FF004735100000288CB8C37238&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
北京卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4741133387750560369&livemode=1&authCode=3a&stbId=E84003FF004735100000288CB8C3719C&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
重庆卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7530473587484726181&livemode=1&authCode=3a&stbId=B14003FF004735100000288CB8C34C32&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
东方卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6322338140530063287&livemode=1&authCode=3a&stbId=8D4003FF004735100000288CB8C372DE&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
东南卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6058511135162408190&livemode=1&authCode=3a&stbId=904003FF004735100000288CB8C375DA&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
广东卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6933976477918927839&livemode=1&authCode=3a&stbId=1D4003FF004735100000288CB8C37332&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
广西卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4676357582335641620&livemode=1&authCode=3a&stbId=4E4003FF004735100000288CB8C37C6C&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
贵州卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9201427986773758105&livemode=1&authCode=3a&stbId=9C4003FF004735100000288CB8C3735C&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
河北卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9037187833113630344&livemode=1&authCode=3a&stbId=FA4003FF004735100000288CB8C3733E&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
湖北卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6964694018373443589&livemode=1&authCode=3a&stbId=484003FF004735100000288CB8C33A5A&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
黑龙江卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9186015289302635496&livemode=1&authCode=3a&stbId=B14003FF004735100000288CB8C33AA0&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
河南卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7384596500152929578&livemode=1&authCode=3a&stbId=8E4003FF004735100000288CB8C33C84&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
湖南卫视,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=8374060722965940334&livemode=1&authCode=3a&stbId=874003FF004735100000288CB8C339F2&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
